"","long","lat","order","hole","piece","id","group","Town","Census.Tract.x","Total.Number.of.Cases","Total.Rate.per.10.000","Number.of.Female.Cases","Female.Rate.per.10.000","Number.of.Male.Cases","Male.Rate.per.10.000","Number.of.Cases...19.Years.Old","Rate.per.10.000....19.Years.Old","Number.of.Cases...20.Years.Old","Rate.per.10.000...20.Years.Old","point","total.respiratory"
"295",-72.73780596,41.89199951,92928,FALSE,"1","09003473502","09003473502.1","Windsor","73502",71,43.8,52,"63.1",19,".",27,73.5,44,35.1,0.007148381185617,1.80893164971204
"296",-72.65486993,41.87371451,93451,FALSE,"1","09003473601","09003473601.1","Windsor","73601",61,36.8,31,"35.799999999999997",30,"37.799999999999997",30,81.5,31,24,0.008068726811601,1.61445054399916
"297",-72.65721193,41.87564751,93761,FALSE,"1","09003473602","09003473602.1","Windsor","73602",67,59.3,30,"51.1",37,"68.2",36,165.5,31,34,0.007899326710594,1.81319042978395
"298",-72.66579793,41.8298635,93956,FALSE,"1","09003473700","09003473700.1","Windsor","73700",189,64.5,90,"57.1",99,"73",81,103.1,108,50.3,0.0085665173052,1.75892876356978
"299",-72.65436693,41.8170445,94206,FALSE,"1","09003473800","09003473800.1","Windsor","73800",160,172.2,91,"188.6",68,"152.30000000000001",57,220.9,103,153.5,0.008506488735563,1.97256954419358
"300",-72.62266292,41.91690952,94333,FALSE,"1","09003476100","09003476100.1","Windsor Locks","76100",108,47.3,47,"39.4",61,"55.9",50,90.6,59,34.1,0.007345431773238,1.91066979318275
"301",-72.65052193,41.93810252,94632,FALSE,"1","09003476200","09003476200.1","Windsor Locks","76200",44,31.3,22,"30.4",22,"32.200000000000003",17,NA,27,24.7,0.006214778610329,2.13350905436994
"302",-72.65251993,41.90453852,94786,FALSE,"1","09003476300","09003476300.1","Windsor Locks","76300",94,36.8,54,"41.4",41,"32.799999999999997",21,37.7,73,36.5,0.006156687484076,1.88288669052443
"303",-72.64718594,42.03279554,95218,FALSE,"1","09003477101","09003477101.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006383974837484,1.46251253398308
"304",-72.66107694,41.96712153,95653,FALSE,"1","09003477102","09003477102.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007197492515948,1.57423200344127
"305",-72.70643995,41.98072553,95997,FALSE,"1","09003477200","09003477200.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004749680430027,1.3222121987207
"306",-72.56812891,42.03067254,96400,FALSE,"1","09003480300","09003480300.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006374128761734,1.82714435073904
"307",-72.58299691,41.99795254,96533,FALSE,"1","09003480400","09003480400.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008159459889299,1.87874824255075
"308",-72.59912492,42.00916854,96715,FALSE,"1","09003480500","09003480500.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00770601863926,1.97088736358947
"309",-72.59379592,41.99049553,96985,FALSE,"1","09003480600","09003480600.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00748243855748,1.80854999211228
"310",-72.59907292,41.97416553,97184,FALSE,"1","09003480700","09003480700.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007348339570165,1.79773897474714
"311",-72.52728289,41.98265354,97300,FALSE,"1","09003480800","09003480800.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008203374184256,1.68195793134334
"312",-72.51804089,41.98451454,97678,FALSE,"1","09003480900","09003480900.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008915978852898,1.594413384356
"313",-72.5502329,41.97618153,97851,FALSE,"1","09003481000","09003481000.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007570051056633,1.47675192357625
"314",-72.5502329,41.97618153,98378,FALSE,"1","09003481100","09003481100.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007531787278974,1.71172041732294
"315",-72.60024392,41.95876253,98685,FALSE,"1","09003481200","09003481200.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007307410850783,1.71656505850719
"316",-72.60003092,41.96012153,98947,FALSE,"1","09003481300","09003481300.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007323062318872,1.62374066294996
"317",-72.62173492,41.90460552,99256,FALSE,"1","09003484100","09003484100.1","East Windsor","84100",136,49.2,83,"58.9",53,"39.1",27,57,109,47.6,0.008159968435563,1.68048231767216
"318",-72.5495409,41.92365252,99824,FALSE,"1","09003484200","09003484200.1","East Windsor","84200",135,47.9,91,"62.2",44,"32.5",55,76.7,80,38.1,0.00731017710962,1.39591191955132
"319",-72.53325389,41.84099551,100395,FALSE,"1","09003487100","09003487100.1","South Windsor","87100",94,27.7,46,"26.4",48,"29.2",42,45.4,51,20.7,0.007390769516033,1.4115871684368
"320",-72.53285789,41.83895651,100664,FALSE,"1","09003487201","09003487201.1","South Windsor","87201",55,24.1,28,"23.8",27,"24.4",37,59.9,18,NA,0.008482824769296,1.39947784849747
"321",-72.53268489,41.83890051,100887,FALSE,"1","09003487202","09003487202.1","South Windsor","87202",26,14.2,19,".",7,".",12,NA,14,NA,0.00755505321314,1.28875118770429
"322",-72.60206191,41.85744751,101040,FALSE,"1","09003487300","09003487300.1","South Windsor","87300",42,52.7,33,"81.099999999999994",9,".",13,NA,29,46.5,0.008413387922308,1.54703782343834
"323",-72.5588139,41.83858751,101270,FALSE,"1","09003487400","09003487400.1","South Windsor","87400",28,24.2,14,".",14,".",11,NA,18,NA,0.008158508460532,1.53845488767829
"324",-72.53556489,41.8129805,101586,FALSE,"1","09003487500","09003487500.1","South Windsor","87500",99,29.2,53,"29.2",47,"29.8",51,64.3,48,18.5,0.00769104018586,1.5150736146576
"325",-72.64304491,41.66410947,101882,FALSE,"1","09003490100","09003490100.1","Rocky Hill","90100",87,32.7,61,"43.1",26,"20.9",22,43.5,66,30.7,0.009121338805829,1.5626843196766
"326",-72.67424492,41.66730247,102127,FALSE,"1","09003490302","09003490302.1","Rocky Hill","90302",62,15,38,"17.8",24,"12.1",24,25.1,38,12,0.009195307392961,1.62897485988178
"327",-72.62203591,41.71220748,102376,FALSE,"1","09003492100","09003492100.1","Wethersfield","92100",35,21.1,22,"25",13,".",22,59,13,NA,0.008538749743429,1.49882328997737
"328",-72.67252493,41.69927048,102575,FALSE,"1","09003492200","09003492200.1","Wethersfield","92200",86,41.3,47,"42.7",39,"39.799999999999997",39,73.6,47,30.3,0.008510842023652,1.76497752418977
"329",-72.68386693,41.71322648,102735,FALSE,"1","09003492300","09003492300.1","Wethersfield","92300",173,59.5,88,"55.5",85,"64.3",80,138.7,92,39.5,0.006681813874804,1.95207585137053
"330",-72.67499493,41.71028048,102944,FALSE,"1","09003492400","09003492400.1","Wethersfield","92400",28,18.9,19,".",9,".",11,NA,17,NA,0.007632225605794,1.72351622475661
"331",-72.67258893,41.70034948,103131,FALSE,"1","09003492500","09003492500.1","Wethersfield","92500",18,NA,11,".",7,".",7,NA,11,NA,0.009031889612708,1.76624310478049
"332",-72.65515392,41.68311547,103311,FALSE,"1","09003492600","09003492600.1","Wethersfield","92600",47,13.5,33,"17.899999999999999",15,".",9,NA,39,14.4,0.009043622914487,1.69995576014779
"333",-72.70037693,41.67465447,103596,FALSE,"1","09003494100","09003494100.1","Newington","94100",82,27.1,48,"29.4",34,"24.5",33,53.7,49,20.3,0.008149958686706,1.80856520352175
"334",-72.73693794,41.64850146,103824,FALSE,"1","09003494201","09003494201.1","Newington","94201",51,21.2,30,"23.7",21,"18.3",22,41.2,29,15.5,0.015168472655421,1.78728817892693
"335",-72.70439093,41.65413947,103986,FALSE,"1","09003494202","09003494202.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00879042065773,1.65487499714111
"336",-72.74870595,41.67303347,104119,FALSE,"1","09003494300","09003494300.1","Newington","94300",83,40.1,37,"33.9",46,"46.9",26,51.7,57,36.4,0.008843259342686,1.64876260481933
"337",-72.70324394,41.68892347,104316,FALSE,"1","09003494400","09003494400.1","Newington","94400",79,33.2,59,"46.3",21,"19",21,40.6,59,31.7,0.007991910542293,1.84374875335014
"338",-72.73360795,41.71937248,104507,FALSE,"1","09003494500","09003494500.1","Newington","94500",61,27.1,44,"37.799999999999997",17,".",15,NA,46,26.6,0.007309195242726,1.75136796409073
"339",-72.73163995,41.72180848,104699,FALSE,"1","09003494600","09003494600.1","Newington","94600",66,37.9,55,"61.5",11,".",16,NA,50,35.2,0.006990926467658,1.67996584543179
"340",-72.71499194,41.73119348,104854,FALSE,"1","09003496100","09003496100.1","West Hartford","96100",152,113,80,"111.3",72,"114.9",72,191.2,80,82.6,0.005582958024148,1.92769031703074
"341",-72.76163596,41.72683048,105020,FALSE,"1","09003496200","09003496200.1","West Hartford","96200",73,31.8,49,"39.9",24,"22.5",26,49.9,47,26.5,0.006290260063171,1.80454025168841
"342",-72.73122095,41.73308548,105182,FALSE,"1","09003496300","09003496300.1","West Hartford","96300",68,38.2,48,"49.9",21,"25.6",34,71.3,34,26,0.007157863922579,2.50711804118418
"343",-72.74286295,41.73549248,105376,FALSE,"1","09003496400","09003496400.1","West Hartford","96400",28,19,22,"28.5",7,".",7,NA,22,20.3,0.007748428463718,1.92781836390375
"344",-72.74181495,41.76201249,105597,FALSE,"1","09003496500","09003496500.1","West Hartford","96500",38,28.2,27,"39",10,".",14,NA,24,25.4,0.007771660812309,1.95405445137687
"345",-72.76753896,41.73768548,105731,FALSE,"1","09003496600","09003496600.1","West Hartford","96600",31,22.6,14,".",17,".",13,NA,18,NA,0.007163865645264,1.54539315871796
"346",-72.71587994,41.75671349,105934,FALSE,"1","09003496700","09003496700.1","West Hartford","96700",123,61.8,72,"69.900000000000006",51,"53.1",36,72,87,58.4,0.005734676092266,2.1799208165243
"347",-72.71515694,41.74909248,106057,FALSE,"1","09003496800","09003496800.1","West Hartford","96800",146,82.9,85,"89.5",60,"73.900000000000006",72,152.5,74,57.4,0.005974161741789,1.92438897773421
"348",-72.71740094,41.76555149,106213,FALSE,"1","09003496900","09003496900.1","West Hartford","96900",177,55.9,115,"67",62,"42.7",63,91.9,114,46,0.00616111668854,1.97892669525817
"349",-72.74592795,41.77845349,106434,FALSE,"1","09003497000","09003497000.1","West Hartford","97000",43,19.8,36,"32",7,".",10,NA,33,22.3,0.007447486006034,1.72608471818793
"350",-72.71615194,41.76563249,106608,FALSE,"1","09003497100","09003497100.1","West Hartford","97100",55,27,38,"32.6",17,".",14,NA,41,24.3,0.006759784616331,1.85106890303729
"351",-72.73764795,41.78127249,106786,FALSE,"1","09003497200","09003497200.1","West Hartford","97200",19,NA,8,".",11,".",10,NA,9,NA,0.007417128864622,1.86824972666763
"352",-72.73170595,41.78635249,106941,FALSE,"1","09003497300","09003497300.1","West Hartford","97300",23,8.8,13,".",10,".",8,NA,15,NA,0.008287067176292,1.73938418977334
"353",-72.73837895,41.78287849,107168,FALSE,"1","09003497400","09003497400.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007534731796744,1.61136779486915
"354",-72.76692996,41.79703149,107394,FALSE,"1","09003497500","09003497500.1","West Hartford","97500",42,21.9,21,"20.5",22,"24.5",11,NA,31,21.3,0.007042523628874,1.59729485742686
"355",-72.76427096,41.76558649,107581,FALSE,"1","09003497600","09003497600.1","West Hartford","97600",23,19.6,8,".",15,".",7,NA,16,NA,0.007671557902195,1.75796782413829
"356",-72.76484496,41.77166549,107741,FALSE,"1","09003497700","09003497700.1","West Hartford","97700",28,13.5,10,".",18,".",16,NA,13,NA,0.007030053364517,1.33203168054343
"357",-72.68267193,41.74318448,107956,FALSE,"1","09003500100","09003500100.1","Hartford","00100",738,360.1,433,"414.2",305,"303.8",359,473.3,379,293.6,0.007426862377417,2.49836024462281
"358",-72.67979893,41.75190849,108012,FALSE,"1","09003500200","09003500200.1","Hartford","00200",500,428.3,333,"534.5",167,"306.7",222,523.6,277,372.6,0.00697636375177,2.1160536575984
"359",-72.67979893,41.75190849,108080,FALSE,"1","09003500300","09003500300.1","Hartford","00300",577,492.5,333,"579.6",244,"408.7",171,517.4,405,481.6,0.007493524422445,2.63842630023396
"360",-72.67122293,41.75717749,108151,FALSE,"1","09003500400","09003500400.1","Hartford","00400",385,456.4,200,"445.9",185,"468.4",184,587.9,201,378.9,0.008301421673945,2.39134258142399
"361",-72.67007193,41.75750149,108235,FALSE,"1","09003500500","09003500500.1","Hartford","00500",47,63.6,30,"91.2",17,".",10,NA,37,58.5,0.008542621603171,2.57449685571095
"362",-72.66719193,41.76956649,108292,FALSE,"1","09003500700","09003500700.1","Hartford","00700",31,56.6,11,".",20,"36.6",14,NA,17,NA,0.007586534943676,1.30657107172294
"363",-72.67369693,41.77576249,108419,FALSE,"1","09003500900","09003500900.1","Hartford","00900",494,465.2,307,"513",187,"403.5",190,435.8,304,485.6,0.009965387720148,1.99676774356418
"364",-72.68275793,41.78623149,108497,FALSE,"1","09003501200","09003501200.1","Hartford","01200",530,447.5,285,"424.1",245,"478.1",238,527.7,292,398.1,0.008909699016977,1.87172143609482
"365",-72.67412493,41.78608649,108622,FALSE,"1","09003501300","09003501300.1","Hartford","01300",304,350.4,196,"405.8",108,"280.89999999999998",116,329.1,188,365.1,0.00945603718482,1.84917920949853
"366",-72.69423994,41.78144749,108671,FALSE,"1","09003501400","09003501400.1","Hartford","01400",488,369.6,287,"385",201,"349.6",163,371.3,325,368.7,0.0075605483597,2.15790979256303
"367",-72.68245893,41.78710449,108755,FALSE,"1","09003501500","09003501500.1","Hartford","01500",714,402.3,372,"378.1",342,"432.4",234,379.9,480,414.2,0.008234008460134,1.70905719229867
"368",-72.68668793,41.77519249,108887,FALSE,"1","09003501700","09003501700.1","Hartford","01700",202,306.5,106,"319.8",96,"293.10000000000002",87,403.7,115,259.3,0.008191900731573,2.33982276830974
"369",-72.68559793,41.77789349,108963,FALSE,"1","09003501800","09003501800.1","Hartford","01800",568,396.8,294,"373.3",274,"425.5",266,475,303,347.7,0.00869073750241,2.05178696396839
"370",-72.66491693,41.76937649,109060,FALSE,"1","09003502100","09003502100.1","Hartford","02100",59,63.7,24,"57.6",35,"68.7",20,298.5,38,44.2,0.008863881049402,2.5680290793483
"371",-72.68273093,41.74310148,109311,FALSE,"1","09003502300","09003502300.1","Hartford","02300",763,254.4,445,"282.2",318,"223.6",365,412.9,398,188.2,0.006938707951911,1.78607636815468
"372",-72.67516593,41.73628148,109461,FALSE,"1","09003502400","09003502400.1","Hartford","02400",849,280.4,463,"296.10000000000002",386,"263.7",365,365.7,484,238.5,0.007353659679583,2.02009271734164
"373",-72.64280692,41.74065349,109537,FALSE,"1","09003502500","09003502500.1","Hartford","02500",310,339.2,169,"357.3",141,"319.7",110,445.3,200,299.9,0.007755375076872,1.89876597445017
"374",-72.68982293,41.74369248,109724,FALSE,"1","09003502600","09003502600.1","Hartford","02600",518,269.9,240,"231.9",277,"313.39999999999998",202,314.6,316,247.5,0.006690160357194,1.98386383008354
"375",-72.68982293,41.74369248,109800,FALSE,"1","09003502700","09003502700.1","Hartford","02700",597,227.9,303,"230.9",294,"224.9",201,237.6,396,223.2,0.006775653190742,2.01917863858281
"376",-72.68633493,41.75801649,109898,FALSE,"1","09003502800","09003502800.1","Hartford","02800",499,304,263,"333.3",236,"276.8",195,307.6,304,301.7,0.006869839933344,2.20145217018153
"377",-72.69368794,41.76365049,109965,FALSE,"1","09003502900","09003502900.1","Hartford","02900",329,224,160,"213.1",169,"235.4",161,355.4,167,164.4,0.006603469331373,2.29161671995174
"378",-72.68633493,41.75801649,110053,FALSE,"1","09003503000","09003503000.1","Hartford","03000",882,541.9,413,"524.79999999999995",469,"558",379,647.9,502,481.5,0.007091349166119,2.43441625058584
"379",-72.69996194,41.76195349,110129,FALSE,"1","09003503100","09003503100.1","Hartford","03100",659,294.3,407,"357.5",252,"229",164,370.6,495,275.5,0.006575277241989,2.82087079355866
"380",-72.69370194,41.77024349,110246,FALSE,"1","09003503300","09003503300.1","Hartford","03300",404,338.1,214,"334.6",190,"342",146,417.7,258,305.1,0.007045625993011,2.7984920418357
"381",-72.68665993,41.77823749,110296,FALSE,"1","09003503500","09003503500.1","Hartford","03500",431,531.4,194,"447",237,"628.70000000000005",155,514.1,275,539.7,0.007420295642978,2.37494271407916
"382",-72.69803294,41.77812649,110359,FALSE,"1","09003503700","09003503700.1","Hartford","03700",285,215,154,"209.4",130,"220.3",69,172.3,215,232.4,0.006873485585852,2.17643452894896
"383",-72.71520594,41.78716549,110440,FALSE,"1","09003503800","09003503800.1","Hartford","03800",128,73,69,"72.3",59,"73.8",68,91.9,60,59.2,0.006131388582555,1.56187921227248
"384",-72.70710694,41.79516549,110582,FALSE,"1","09003503900","09003503900.1","Hartford","03900",399,153.4,188,"133.5",212,"177.7",122,166.2,277,148.3,0.007165991355564,1.74468787929877
"385",-72.70134394,41.78751349,110767,FALSE,"1","09003504000","09003504000.1","Hartford","04000",255,149.4,136,"144.5",118,"154.30000000000001",116,214.2,139,119.3,0.007050670759543,1.9475589604133
"386",-72.70081694,41.75829349,110897,FALSE,"1","09003504100","09003504100.1","Hartford","04100",321,346.1,140,"302.10000000000002",181,"390.1",142,432.3,178,297.2,0.005985583814082,2.35507486592361
"387",-72.71140394,41.77400749,110975,FALSE,"1","09003504200","09003504200.1","Hartford","04200",667,260.4,420,"324.3",248,"195.8",140,292.9,527,252.9,0.005994566727331,2.17210431197425
"388",-72.71165694,41.75738949,111115,FALSE,"1","09003504300","09003504300.1","Hartford","04300",335,227.4,150,"198.7",185,"257.7",154,367.1,181,171.8,0.005916384631051,2.23809659090324
"389",-72.70369694,41.74056048,111224,FALSE,"1","09003504500","09003504500.1","Hartford","04500",571,308.6,312,"319",258,"295.7",257,413.5,313,254.7,0.006313162992532,1.88558668438445
"390",-72.70530194,41.72950048,111388,FALSE,"1","09003504800","09003504800.1","Hartford","04800",449,196.9,282,"237",166,"152.30000000000001",175,261.2,274,170.2,0.006256357480557,1.76580638679245
"391",-72.70936894,41.74988748,111542,FALSE,"1","09003504900","09003504900.1","Hartford","04900",694,305.2,350,"301.89999999999998",343,"307.8",297,402.2,397,258.6,0.006257781423185,2.16933591905477
"392",-72.63080792,41.78895649,111672,FALSE,"1","09003510100","09003510100.1","East Hartford","10100",91,81.5,40,"68.599999999999994",51,"95.8",43,143.3,49,60.1,0.008795114829287,1.58420784582632
"393",-72.66511493,41.76577049,111817,FALSE,"1","09003510200","09003510200.1","East Hartford","10200",123,98.3,54,"83.7",68,"112.3",40,149.8,83,84.4,0.011141798929262,2.07410756940936
"394",-72.61865891,41.7990265,111984,FALSE,"1","09003510300","09003510300.1","East Hartford","10300",281,130.4,127,"111.4",154,"151.69999999999999",140,201.7,141,96.5,0.00773455275853,1.67841610339652
"395",-72.63092892,41.76794949,112147,FALSE,"1","09003510400","09003510400.1","East Hartford","10400",330,116.6,180,"126.5",150,"106.6",157,191.2,173,86.1,0.008047040401199,1.8437080575551
"396",-72.60248991,41.77173249,112381,FALSE,"1","09003510500","09003510500.1","East Hartford","10500",167,96.6,101,"114.5",66,"77.900000000000006",81,190.8,86,65.9,0.00697784658768,1.73461767174146
"397",-72.61852291,41.76743949,112588,FALSE,"1","09003510600","09003510600.1","East Hartford","10600",511,204.1,224,"162",287,"256",292,379.2,218,125.8,0.009400366221444,1.93023910392843
"398",-72.61895091,41.73076748,112906,FALSE,"1","09003510700","09003510700.1","East Hartford","10700",314,126.6,183,"139.9",131,"111.7",143,231.8,171,91.8,0.009867876598456,1.59183976206509
"399",-72.64279692,41.75084949,113079,FALSE,"1","09003510800","09003510800.1","East Hartford","10800",158,100.5,98,"119",60,"80.2",74,229.1,84,67.3,0.010474146470632,1.59036606279942
"400",-72.5923199,41.74190049,113226,FALSE,"1","09003510900","09003510900.1","East Hartford","10900",120,65.2,80,"82",40,"46.3",36,91.3,84,58.1,0.010107393263257,1.47172904694518
"401",-72.5912019,41.74205349,113357,FALSE,"1","09003511000","09003511000.1","East Hartford","11000",126,73.8,54,"61",71,"86.3",51,143.3,74,54.8,0.008545462269246,1.49439920665832
"402",-72.60142191,41.75488449,113520,FALSE,"1","09003511100","09003511100.1","East Hartford","11100",91,50.7,50,"53.8",41,"47.3",43,112.9,49,34.6,0.007130756883552,1.61732949159803
"403",-72.5798369,41.78069649,113684,FALSE,"1","09003511200","09003511200.1","East Hartford","11200",401,238.5,248,"284.7",153,"188.8",160,302.7,241,209,0.006313704308776,1.95610492321662
"404",-72.5814409,41.7895115,113796,FALSE,"1","09003511300","09003511300.1","East Hartford","11300",151,86.1,93,"105",58,"66.7",67,134.8,84,66.8,0.006249258459016,1.71304099099039
"405",-72.5834859,41.8006295,113908,FALSE,"1","09003511400","09003511400.1","East Hartford","11400",77,63.6,30,"49",47,"78.599999999999994",44,161.5,33,35.2,0.006590178121383,1.49541239685533
"406",-72.50532488,41.8047555,114045,FALSE,"1","09003514101","09003514101.1","Manchester","14101",42,23,31,"31.4",11,".",16,NA,27,18.3,0.008958008901924,1.31072892361169
"407",-72.52616488,41.8081465,114200,FALSE,"1","09003514102","09003514102.1","Manchester","14102",154,41.6,94,"50.3",60,"32.799999999999997",58,79.5,96,32.3,0.010142132950017,1.54172075303082
"408",-72.52719188,41.8073125,114644,FALSE,"1","09003514200","09003514200.1","Manchester","14200",60,39,31,"38.299999999999997",28,"38.4",22,60.5,38,32.4,0.007474412503841,1.50758924572667
"409",-72.51344088,41.7946925,114890,FALSE,"1","09003514300","09003514300.1","Manchester","14300",129,60.1,72,"63.6",56,"55.3",41,78.8,88,54.2,0.007748468241327,1.59789772327478
"410",-72.52487588,41.7940825,115060,FALSE,"1","09003514400","09003514400.1","Manchester","14400",212,88.9,119,"95.9",93,"81.3",67,110.7,144,80.9,0.007510670809234,1.8224725735343
"411",-72.55132789,41.77421149,115242,FALSE,"1","09003514500","09003514500.1","Manchester","14500",184,84.3,129,"112.2",55,"53.3",56,110.5,127,75.8,0.008154022984188,1.70520187850369
"412",-72.55159389,41.77415349,115427,FALSE,"1","09003514600","09003514600.1","Manchester","14600",372,141.4,226,"160.5",146,"119.4",141,226,231,115.1,0.008521246331212,1.70289689807355
"413",-72.52220888,41.76456549,115641,FALSE,"1","09003514700","09003514700.1","Manchester","14700",314,146.1,141,"132.19999999999999",173,"159.80000000000001",100,196.3,213,129.9,0.007554998206872,1.80036784354615
"414",-72.50856288,41.76386349,115794,FALSE,"1","09003514800","09003514800.1","Manchester","14800",384,220.4,193,"210.5",191,"231.4",146,283,238,194.1,0.007554284756155,1.59441148474576
"415",-72.48183687,41.7862825,115939,FALSE,"1","09003514900","09003514900.1","Manchester","14900",74,51.4,30,"41.2",44,"61.8",25,80.3,49,43.4,0.008245779140297,1.36472766322404
"416",-72.48289287,41.7863305,116141,FALSE,"1","09003515000","09003515000.1","Manchester","15000",63,43.1,25,"33.4",38,"53.3",35,109.4,28,24.5,0.007340633578813,1.35031039857046
"417",-72.52220888,41.76456549,116357,FALSE,"1","09003515101","09003515101.1","Manchester","15101",94,73.6,58,"86.6",36,"59.2",30,114.9,64,63,0.008683745968468,1.55886176155983
"418",-72.5786229,41.77465149,116673,FALSE,"1","09003515102","09003515102.1","Manchester","15102",237,80.8,119,"77.599999999999994",118,"84.3",146,187.2,91,42.3,0.008906862672912,1.42592879376914
"419",-72.51179488,41.76355549,117115,FALSE,"1","09003515200","09003515200.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007226424980459,1.20488341677114
"420",-72.5765319,41.73100649,117396,FALSE,"1","09003520100","09003520100.1","Glastonbury","20100",38,13,25,"16.399999999999999",13,".",17,NA,22,10.5,0.010009052360319,1.2445803967378
"421",-72.47879786,41.69903248,117735,FALSE,"1","09003520201","09003520201.1","Glastonbury","20201",32,17.1,14,".",18,".",17,NA,16,NA,0.0069002190306,1.01441056012528
"422",-72.48294686,41.69729648,118118,FALSE,"1","09003520202","09003520202.1","Glastonbury","20202",40,18.7,14,".",25,"23.2",19,NA,20,13.5,0.008829862059148,1.11228871552512
"423",-72.6020999,41.71820048,118612,FALSE,"1","09003520301","09003520301.1","Glastonbury","20301",86,37.6,36,"29.5",50,"46.8",38,60.2,48,29,0.009902172454103,1.46267509936604
"424",-72.6030189,41.71898448,118871,FALSE,"1","09003520302","09003520302.1","Glastonbury","20302",32,16.5,19,".",13,".",11,NA,22,14.1,0.009095527347512,1.69689985943596
"425",-72.5987749,41.67486247,119155,FALSE,"1","09003520400","09003520400.1","Glastonbury","20400",77,20,29,"14.3",48,"26.1",42,38.1,35,12.7,0.01049095716217,1.28174314147922
"426",-72.5993329,41.67350647,119594,FALSE,"1","09003520501","09003520501.1","Glastonbury","20501",23,10.4,12,".",11,".",12,NA,11,NA,0.011362176275381,1.2773404660755
"427",-72.41006583,41.60454847,119903,FALSE,"1","09003524100","09003524100.1","Marlborough","24100",117,36.5,57,"35.1",60,"38.1",44,50.2,73,31.4,0.008438503322961,1.01141256337412
"428",-72.67355092,41.63345446,120194,FALSE,"1","09003524200","09003524200.1","Rocky Hill","24200",58,18.9,42,"28.1",16,".",12,NA,46,18.4,0.008616062137258,1.73189593268179
"429",-72.50863789,42.03114355,120490,FALSE,"1","09003524300","09003524300.1","Enfield","24300",74,20.3,45,"43.5",28,"10.7",11,NA,62,19.3,0.006748486585843,1.81912111753113
"430",-72.67563293,41.8046685,120669,FALSE,"1","09003524400","09003524400.1","Hartford","24400",371,242.7,209,"249.6",161,"233",173,347.7,197,191.1,0.009169371246786,1.62867781716954
"431",-72.71165694,41.75738949,120837,FALSE,"1","09003524501","09003524501.1","Hartford","24501",274,202.7,177,"268.2",97,"140.19999999999999",90,287.5,184,177.1,0.005947660454317,2.24301546851902
"432",-72.71042094,41.77601049,120924,FALSE,"1","09003524502","09003524502.1","Hartford","24502",24,22.2,10,".",14,".",10,NA,14,NA,0.006156273944831,1.84072150710931
"433",-72.68668793,41.77519249,121081,FALSE,"1","09003524600","09003524600.1","Hartford","24600",521,314.7,264,"326.89999999999998",257,"303.10000000000002",147,359.4,374,300,0.007334204569844,2.89477524157893
"434",-72.71489194,41.72897148,121258,FALSE,"1","09003524700","09003524700.1","Hartford","24700",465,256.6,197,"200.1",268,"323.89999999999998",146,284.6,319,245.6,0.005907171203002,1.86955556726098
"435",-72.70151695,41.93955852,121417,FALSE,"1","09003980000","09003980000.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",-73.36134314,41.56505343,121694,FALSE,"1","09005250100","09005250100.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009267817221164,1.03480368811169
"437",-73.40470516,41.60233543,122218,FALSE,"1","09005253100","09005253100.1","New Milford","53100",130,74.1,87,"96.1",43,"50.6",30,71.2,100,75,0.009201865545861,1.26068008940933
"438",-73.40784816,41.56864743,122821,FALSE,"1","09005253200","09005253200.1","New Milford","53200",165,44.4,69,"36.5",96,"52.6",71,66.1,94,35.6,0.012263209603795,0.991842771455624
"439",-73.42260716,41.53739642,123509,FALSE,"1","09005253300","09005253300.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012327768912421,1.3681861266357
"440",-73.43945917,41.56713543,123997,FALSE,"1","09005253400","09005253400.1","New Milford","53400",112,35.5,67,"42.3",46,"29.3",22,26.9,90,38.5,0.010740504545755,1.14512985506453
